term;term.soort;term.status;bron;term.nummer;scope_note
zeemanstrui;"";niet gedefinieerd;"";"";""
gilet;objectnaam;descriptor;http://vocab.getty.edu/aat/;300216053;Nauwsluitende bovenkleding tot net onder de taille. Meestal mouwloos en met knopen aan de voorkant, gedragen over een overhemd en onder een jas of colbert.
trui;objectnaam;descriptor;http://vocab.getty.edu/aat/;300209900;Gebreide of gehaakte kledingstukken voor het bovenlichaam, die over het hoofd worden aangetrokken.
tandpastatube;"";niet gedefinieerd;"";"";""
tube;objectnaam;niet gedefinieerd;"";"";""
uittreksel;objectnaam;niet gedefinieerd;AAT;"";Zeer korte samenvattingen waarin de hoofdpunten uit een geschreven document worden opgesomd.
vaandel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300195679;Wordt gebruikt voor stukken doek of ander flexibel materiaal waarop tekens of decoratieve ontwerpen zijn geschilderd, en die zijn bedoeld om te worden uitgestald door ze ergens op of aan te bevestigen. In de heraldiek wordt het gebruikt voor vierkante vlaggen met heraldische afbeeldingen. Voor andere doeken die bedoeld zijn als symbool of signaal wordt de voorkeur gegeven aan 'vlaggen'. 
verlostang;objectnaam;descriptor;http://vocab.getty.edu/aat/;300395618;Tangen gebruikt voor de verlossing van het kind tijdens de bevalling. Variabel in vorm en grootte. Kenmerkend zijn het roestvrij staal, de brede kaken en de korte armen. 
verpakkingsmiddel;objectnaam$onderwerp$inscriptie positie;non-descriptor;"";"";""
opsmuk;objectnaam$onderwerp;non-descriptor;"";"";""
tooi;objectnaam$onderwerp;non-descriptor;"";"";""
verstuiver (lichaamsverzorging);objectnaam;niet gedefinieerd;"";"";""
vest;objectnaam;descriptor;http://vocab.getty.edu/aat/;300209904;Nauwsluitende bovenkledingstukken voor het bovenlichaam tot de taille of net daaronder. Meestal zonder mouwen en boord en vaak met knopen of zakken. Voor nauwsluitende bovenkleding die tot over de taille komt en meestal knopen aan de voorkant heeft, soms ook mouwen heeft, en worden gedragen over een overhemd en onder een jas, gebruik dan 'gilets'.
viool;objectnaam;descriptor;http://vocab.getty.edu/aat/;300042215;""
identificatiedrager;objectnaam;descriptor;http://vocab.getty.edu/aat/;300200896;""
t-shirt;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300209903;Shirts die over het hoofd worden aangetrokken met een ronde of V-hals zonder kraag. Meestal gemaakt van lichtgewicht machinaal gebreid textiel. Gebruik 'hemden' voor soortgelijke kledingstukken die als onderkleding worden gedragen. 
vlieger;objectnaam;descriptor;http://vocab.getty.edu/aat/;300218777;"Te gebruiken voor lichte geraamtes, meestal van hout, die zijn bedekt met een dun materiaal en die op de wind vliegen aan het einde van een lang touw; ze waren in China al ten minste bekend vanaf de 3e eeuw v.C."
voorzittershamer;objectnaam;niet gedefinieerd;"";"";""
hoofddeksel;onderwerp$objectcategorie;descriptor;http://vocab.getty.edu/aat/;300209285;Iedere bedekking van het hoofd.
weefgetouw;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300247546;""
poppenaccessoires;objectcategorie;niet gedefinieerd;"";"";""
wenskaart;objectnaam;descriptor;http://vocab.getty.edu/aat/;300026778;Kaarten, vaak met voorgedrukte teksten en toepasselijke illustraties, die bij speciale gelegenheden worden verstuurd of gegeven. Gebruik 'ansichtkaarten' voor kaarten die vanaf vakantie-adressen naar familie en kennissen worden gestuurd.
wethout;objectnaam;niet gedefinieerd;"";"";""
meteorologisch instrument;"";descriptor;http://vocab.getty.edu/aat/;300024579;""
xylofoon;objectnaam;descriptor;http://vocab.getty.edu/aat/;300041976;"Slaginstrumenten, in allerlei vormen bestaande uit 2 of meer gestemde toetsen van hout, bamboe of synthetisch materiaal, steunend op 2 vibratiepunten, met klankbodems onder iedere toets afzonderlijk of onder alle toetsen gezamenlijk; bespeeld met stokjes of hamertjes; wereldwijd. "
wijwatervat;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300198816;""
collectezak;objectnaam;niet gedefinieerd;"";"";""
zeilschip;objectnaam;niet gedefinieerd;"";"";""
stereoscoop;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300162919;""
zonnebril;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300236453;Brillen met gekleurde of getinte glazen die de ogen beschermen tegen fel zonlicht.
zoutstrooier;"";descriptor;http://vocab.getty.edu/aat/;300043088;""
zoutvaatje;"";descriptor;http://vocab.getty.edu/aat/;300203164;""
cassettebox;objectnaam;niet gedefinieerd;"";"";""
zweep (dierenuitrusting);onderwerp$objectnaam;descriptor;http://vocab.getty.edu/aat/;300420199;""
conservenfabriek;onderwerp;niet gedefinieerd;"";"";""
groenten;onderwerp;descriptor;http://vocab.getty.edu/aat/;300380162;Planten die als voedsel verbouwd worden. De term wordt doorgaans alleen gebruikt voor de eetbare delen van een kruidachtige plant (zoals de bladeren, stengels of wortels) die traditioneel als hartig onderdeel van een maaltijd worden opgediend. 
optica;onderwerp;niet gedefinieerd;"";"";""
korfbal;onderwerp;niet gedefinieerd;"";"";""
Lotenhulle;geografisch trefwoord;niet gedefinieerd;"";"";""
Cincinnati;geografisch trefwoord;niet gedefinieerd;"";"";""
De Bilt;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1047702;""
Den Haag;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7006810;""
racewagen;onderwerp;niet gedefinieerd;"";"";""
bedrijf;rol$onderwerp;niet gedefinieerd;"";"";""
puzzel;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300211207;"Aanduiding voor constructiepuzzels waarvan het doel is om twee- of driedimensionale stukken weer samen te voegen tot een bepaalde vorm. Te gebruiken voor ontspanningsartefacten die zijn bedoeld om amusement of afleiding te bieden door het leveren van constructiemoeilijkheden die moeten worden opgelost met vindingrijkheid of geduldig proberen. Kijk bij ""woord- en cijferpuzzels en spellen"" voor woord- en cijferafleidingen die moeten worden opgelost. "
kookboek;objectnaam$materiaalsoort$onderwerp;descriptor;http://vocab.getty.edu/aat/;300026109;""
lindeboom;onderwerp;niet gedefinieerd;"";"";""
acteur;onderwerp$beroep;niet gedefinieerd;"";"";""
Oldsmobile;onderwerp;descriptor;https://www.wikidata.org/entity/;Q204327;""
Mitsubishi;onderwerp;descriptor;https://www.wikidata.org/entity/;Q36033;""
Porsche;onderwerp;descriptor;https://www.wikidata.org/entity/;Q40993;""
programma;objectnaam$materiaalsoort$onderwerp;descriptor;http://vocab.getty.edu/aat/;300027240;Korte uiteenzettingen of verklaringen omtrent een te volgen procedure, over deelnamecriteria of over de onderwerpen die bij een bepaald evenement of een bepaalde onderneming aan de orde komen. Hieronder vallen onder meer opsommingen van de werkzaamheden die een (toneel)uitvoering met zich meebrengt, inclusief de namen van de uitvoerenden. 
generatie;onderwerp;niet gedefinieerd;"";"";""
VT.THEA;CLASS;niet gedefinieerd;"";"";""
jaren 1980;periode;descriptor;https://www.wikidata.org/entity/;Q34644;""
bascule-acrobaat;"";niet gedefinieerd;"";"";""
perchist;beroep;descriptor;https://www.wikidata.org/entity/;Q13464497;""
clown;beroep$onderwerp;descriptor;http://vocab.getty.edu/aat/;300025660;""
peuter;onderwerp;niet gedefinieerd;"";"";""
plafondloper;beroep;niet gedefinieerd;"";"";""
acrobaat;beroep$onderwerp;descriptor;http://vocab.getty.edu/aat/;300263157;Personen die de acrobatiek beoefenen of erin zijn opgeleid.
circusartiest;beroep$onderwerp;niet gedefinieerd;"";"";""
Desselgem;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7245986;""
august;beroep$onderwerp;niet gedefinieerd;"";"";""
witte clown;beroep$onderwerp;niet gedefinieerd;"";"";""
dompteur;beroep$onderwerp;descriptor;https://www.wikidata.org/entity/;Q8011071;""
jongleur;beroep$onderwerp;descriptor;https://www.wikidata.org/entity/;Q2429735;""
Quiévrain;geografisch trefwoord;niet gedefinieerd;"";"";""
messenwerper;beroep;descriptor;https://www.wikidata.org/entity/;Q20726620;""
strip;objectnaam$onderwerp$materiaalsoort;niet gedefinieerd;"";"";""
ontwerp (design);onderwerp;niet gedefinieerd;"";"";""
keramiek;materiaal$onderwerp;descriptor;http://vocab.getty.edu/aat/;300151343;""
glasmaker;"";niet gedefinieerd;"";"";""
tafelgerei;objectcategorie;descriptor;http://vocab.getty.edu/aat/;300043196;Verzamelnaam voor voorwerpen die worden gebruikt voor het opdienen van eten aan tafel, met inbegrip van verschillende soorten borden, bestek, potten en pannen, schalen en accessoires zoals onderzetters en servetringen, die niet persé tot het serviesgoed behoren.
glaswerk;objectcategorie$onderwerp$objectnaam;descriptor;http://vocab.getty.edu/aat/;300010898;""
huishoudartikel;onderwerp;niet gedefinieerd;"";"";""
onderwijs;onderwerp;descriptor;http://vocab.getty.edu/aat/;300054360;Te gebruiken voor het vakgebied dat zich bezighoudt met het gehele proces van het overbrengen van kennis, attitudes, vaardigheden of sociaal gewaardeerde karakter- of gedragseigenschappen. Gebruik 'opleiden' voor de specifieke activiteiten die betrekking hebben op het doelbewust overdragen van kennis, vaardigheden of sociale normen aan anderen.
oorlog;gebeurtenis$onderwerp$plant;descriptor;http://vocab.getty.edu/aat/;300055314;""
familie;onderwerp;niet gedefinieerd;"";"";""
tomaat;onderwerp;niet gedefinieerd;"";"";""
dobbelsteen;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300211084;Kleine veelvlakkige objecten, meestal kubussen, waarbij op elk vlak stippen, symbolen of getallen zijn aangebracht. Veel dobbelstenen dragen op elke zijde een verschillend aantal stippen, van één tot zes, zodanig dat het opgetelde aantal stippen van tegenoverliggende vlakken zeven is. De term kan ook worden gebruikt voor soortgelijke blokken waarop andere getallen of symbolen zijn aangebracht, en die speciaal zijn gemaakt voor gokspelen of bepaalde andere spelletjes.
dorp;onderwerp;niet gedefinieerd;"";"";""
Gavarnie (Frankrijk);geografisch trefwoord;niet gedefinieerd;"";"";""
waterfiets;onderwerp;niet gedefinieerd;"";"";""
reclamekaart;"";descriptor;http://vocab.getty.edu/aat/;300212151;""
Livorno;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7006074;""
Jubelpark (Brussel);geografisch trefwoord;niet gedefinieerd;"";"";""
affiche;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300027221;Aankondigingen die zijn bedoeld om te worden opgeplakt als advertentie, reclame of als kennisgeving van een activiteit, doeleinde, product of dienst. Wordt ook gebruikt voor in grote hoeveelheden geproduceerde decoratieve afdrukken die zijn bedoeld om te worden opgehangen. Voor kleine gedrukte aankondigingen die zijn bedoeld om handmatig te worden uitgedeeld wordt 'strooibiljetten' gebruikt.
boeket;objectnaam;niet gedefinieerd;"";"";""
papierslinger;"";niet gedefinieerd;"";"";""
decoratief object;objectcategorie$objectnaam;descriptor;http://vocab.getty.edu/aat/;300189814;Een object dat oorspronkelijk werd vervaardigd in commerciele hoeveelheden om te dienen als niet-nuttige decoratie van een (woon)interieur. Zie ook: huishoudelijk artikel.
televisie;onderwerp$objectnaam;descriptor;http://vocab.getty.edu/aat/;300249920;Telecommunicatiesysteem waarbij beelden, met of zonder begeleidend geluid, worden omgezet in elektromagnetische golven en uitgezonden naar ontvangers op afstand, waar ze worden omgezet in bewegende beelden.
digitaal archief/film;collectie;niet gedefinieerd;"";"";""
liefde;onderwerp$gebeurtenis;descriptor;http://vocab.getty.edu/aat/;300055165;Emotionele en psychologische staat die is gebaseerd op sterke genegenheid, loyaliteit en welwillendheid ten opzichte van een ander als gevolg van verwantschap, zoals moederliefde, van seksuele aantrekkingskracht en emotionele affiniteit, zoals de genegenheid en tederheid bij geliefden, en van respect en bewondering, zoals de wederzijdse waardering bij vrienden.
brief;onderwerp$objectnaam;descriptor;http://vocab.getty.edu/aat/;300026879;Wordt gebruikt voor, meestal op papier opgetekende en verzonden correspondentie die een ietwat officiëler karakter draagt dan memo's of aantekeningen.
kist;objectnaam$onderwerp$bewaarvorm;descriptor;http://vocab.getty.edu/aat/;300038992;Grote kisten met scharnierende deksels die worden gebruikt om textiel, kleding en andere artikelen in op te bergen. 
dichter;onderwerp$rol;niet gedefinieerd;"";"";""
satire;onderwerp;niet gedefinieerd;"";"";""
pijpaarde;materiaal$onderwerp;descriptor;http://vocab.getty.edu/aat/;300180681;""
jongen;"";descriptor;http://vocab.getty.edu/aat/;300247598; Te gebruiken voor mannelijke personen in de periode tussen geboorte tot en met adolescentie.
kind;onderwerp;descriptor;http://vocab.getty.edu/aat/;300025945;Mensen die zich in de eerste ontwikkelingsfase van het leven bevinden.
jeugd;onderwerp;descriptor;http://vocab.getty.edu/aat/;300025944;Te gebruiken voor mensen die onder de leeftijd van volwassenheid zitten, in het algemeen personen van 17 jaar en jonger.
gedicht;onderwerp;descriptor;http://vocab.getty.edu/aat/;300026451;""
homemovie;onderwerp;niet gedefinieerd;"";"";""
speelfilm;objectnaam;descriptor;https://www.wikidata.org/entity/;Q24869;""
paardenrennen;onderwerp;niet gedefinieerd;"";"";""
viewmaster;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300266496;Een stereoscopisch apparaat met een schijf of rol met dia's waarop twee beelden staan, één voor elk oog, waardoor een driedimensionaal effect ontstaat. In 1938 uitgevonden door William Gruber en door hem bedoeld als een educatief instrument. Sindsdien wordt het onder de merknaam View-Master' verkocht als speelgoed voor kinderen. Gebruik stereoscopen' voor het apparaat waarmee afzonderlijke stereokaarten kunnen worden bekeken, en dat in de negentiende eeuw populair was. 
Maria-Lichtmis;onderwerp;niet gedefinieerd;AAT;"";Verwijst naar een christelijk feest dat meestal wordt gevierd op 2 februari, of 40 dagen na Kerstmis. Op deze dag wordt herdacht dat Maria de Tempel in Jeruzalem bezocht, 40 dagen na de geboorte van Jezus (Lucas 2: 22-39). Overeenkomstig de joodse wetten werd Maria gereinigd en bood ze haar zoon als eerstgeborene aan God aan. In de rooms-katholieke kerk heeft dit feest tegenwoordig 'Opdracht van de Heer in de tempel', in de anglicaanse kerk 'Opdracht van Christus in de tempel'. Hypapante, zoals dit feest in de Griekse kerk wordt genoemd, betekent 'ontmoeting' en verwijst naar de ontmoeting van Jezus met Simeon en Anna in de Tempel. De vroegste verwijzing naar het feest stamt uit het einde van de 4de eeuw, uit Jeruzalem. De viering verspreidde zich al snel naar de steden van het Midden-Oosten, maar in het westen ging het minder snel. Justinianus I verordende in 542 dat het feest op 2 februari moest worden gevierd. In Rome werd Maria-Lichtmis vermoedelijk al vóór het pontificaat van paus Sergius I (687-701) ingesteld, en de processie lijkt daar haar oorsprong te hebben, wellicht zelfs voor het feest zelf ingang had gevonden. In de westerse kerk stond de verering van Maria centraal (tot aan de kalenderhervorming van 1969), terwijl het in de oosterse kerk op die dag vooral om de Christusverering ging. De naam Maria-Lichtmis verwijst naar de traditie die in de 5de eeuw ontstond en waarbij kaarsen worden aangestoken tijdens het feest. In het westen symboliseert de processie met de kaarsen Christus als zijnde het licht van de wereld, en zijn presentatie in de Tempel.
festival;"";niet gedefinieerd;"";"";""
kermis;onderwerp;descriptor;http://vocab.getty.edu/aat/;300069042;Te gebruiken voor reizende of seizoensgebonden amusementsgezelschappen met attracties, kansspelen, ritjes in een reuzenrad en soortgelijk vermaak. Gebruik 'carnaval' voor de feestelijke periode van bals, maskerades, optochten en een algehele pretmakerij vóór de periode van vasten.
carnaval;onderwerp$geografisch trefwoord;descriptor;http://vocab.getty.edu/aat/;300069281;Te gebruiken voor de feestelijke periode van bals, maskerades, optochten en algehele pretmakerij, gehouden vóór de Vasten, gedurende de periode tussen Kerstmis en Vastenavond tot de laatste paar dagen voor de Vasten, dat per stad en land verschilt. Gebruik 'kermissen' voor reizende of seizoensgebonden amusement met attracties, kansspelen, ritjes in een reuzenrad en ander soortgelijk vermaak.
gala;"";niet gedefinieerd;"";"";""
folklore;onderwerp;descriptor;http://vocab.getty.edu/aat/;300417626;""
ongeluk;onderwerp;niet gedefinieerd;"";"";""
feestdag;onderwerp;niet gedefinieerd;"";"";""
kerstboom;onderwerp;descriptor;http://vocab.getty.edu/aat/;300264822;Verwijst naar versierde bomen, meestal een groenblijvende den, balsemspar of spar, versierd met kaarsen, lampjes en versieringen in het kader van de kerstviering. Het gebruik is geworteld in de groenblijvende bomen, kransen en festoenen als symbool van het eeuwigdurende leven, zoals gebruikelijk was bij de oude Egyptenaren, Chinezen en Hebreeërs. Het aanbidden van bomen was bovendien normaal bij de heidense Europeanen. De Scandinavische en Duitse gebruiken rond groenblijvende takken en bomen tijdens midwinterse feestdagen bleven bestaan na hun bekering tot het christendom. De moderne kerstboom ontstond in Duitsland, als onderdeel van een populair middeleeuws toneelstuk over Adam en Eva, waarin de 'paradijsboom' een spar was waarin appels waren opgehangen als uitbeelding van de Hof van Eden. De Duitsers zetten op 24 december, de feestdag van Adam en Eva, een paradijsboom op. Het gebruik werd populair in het Victoriaanse Engeland. De symboliek werd uitgebreid met versieringen die directer verwezen naar de geboorte van Christus. De traditie vond navolging in veel Westerse landen. Tegenwoordig heeft de traditie in veel gevallen de oorspronkelijke religieuze betekenis verloren.
kerstkaart;onderwerp;niet gedefinieerd;"";"";""
Oregon;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7007708;""
Begijnhof Hasselt;plaats;niet gedefinieerd;"";"";""
camera obscura;onderwerp;niet gedefinieerd;"";"";""
visitekaartje;objectnaam;non-descriptor;http://vocab.getty.edu/aat/;300026823;""
naamkaart;objectnaam;descriptor;http://vocab.getty.edu/aat/;300403947;""
visitekaart;objectnaam;descriptor;http://vocab.getty.edu/aat/;300026823;""
praxinoscoop;objectnaam$onderwerp;niet gedefinieerd;"";"";""
enveloppe;objectnaam;descriptor;http://vocab.getty.edu/aat/;300197601;""
map;objectnaam;niet gedefinieerd;"";"";""
verkeer;onderwerp;niet gedefinieerd;AAT;"";Het passeren van personen of voertuigen langs transportroutes. Ook voertuigen of voetgangers die onderweg zijn.
Land van Waas;geografisch trefwoord;niet gedefinieerd;"";"";""
recept (gerecht);onderwerp$objectnaam;descriptor;http://vocab.getty.edu/aat/;300027043;Aanwijzingen - inclusief een lijst met ingrediënten - voor het maken of bereiden van iets, met name voedsel.
lied;onderwerp$motief$objectnaam;descriptor;http://vocab.getty.edu/aat/;300400522;""
bestelformulier;objectnaam;niet gedefinieerd;"";"";""
uitnodigingskaart;objectnaam;descriptor;http://vocab.getty.edu/aat/;300027083;""
uitnodiging;objectnaam;niet gedefinieerd;"";"";""
journalistiek;"";descriptor;http://vocab.getty.edu/aat/;300054354;Te gebruiken voor het communicatieterrein dat zich bezighoudt met het verzamelen, verwerken en distribueren van nieuws en gerelateerde commentaren, via gedrukte en elektronische massamedia. 
persfotografie;onderwerp;niet gedefinieerd;"";"";""
diapositief;onderwerp$objectnaam;descriptor;http://vocab.getty.edu/aat/;300128371;Positieve transparanten, geschikt voor projectie, al dan niet ingeraamd. Bij inraming twee formaten toegepast: 35mm-film en 6 x 6 cm. 
kunstenaar;onderwerp$beroep;descriptor;http://vocab.getty.edu/aat/;300025103;""
piramide;onderwerp;descriptor;http://vocab.getty.edu/aat/;300004838;""
poedel;"";niet gedefinieerd;"";"";""
dier;onderwerp$plant;descriptor;http://vocab.getty.edu/aat/;300249525;""
draaiorgel;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300041688;Orgels met een mechanisme dat bediend wordt door middel van een ronddraaiend handvat dat lucht uit de balg perst en tegelijkertijd een cilinder met stiften pennen laat draaien, waardoor de kleppen omhooggaan die de juiste pijpen laten klinken. 
orgel;onderwerp;descriptor;http://vocab.getty.edu/aat/;300041686;"Blaasinstrumenten met één of meer rijen afzonderlijke pijpen, waardoorheen, via een toetsenbord of hendels, lucht wordt geperst. Voor orgels waarbij de klank op elektornische wijze geproduceerd wordt i.p.v. door lucht; gebruik elektronische orgels "
dans;onderwerp;descriptor;http://vocab.getty.edu/aat/;300054144;Uitvoerende kunstvorm uitgevoerd in de vorm van ritmische beweging, waarbij visuele ontwerpen worden gecreëerd door een reeks poses en van bepaalde patronen in de ruimte gedurende afgemeten tijdeenheden.
ballet;onderwerp;niet gedefinieerd;"";"";""
8mm;onderwerp$trefwoord;niet gedefinieerd;"";"";""
Palermo;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7003928;""
seksualiteit;onderwerp;niet gedefinieerd;"";"";""
karikatuur;onderwerp;niet gedefinieerd;"";"";""
filosofie;onderwerp;niet gedefinieerd;"";"";""
kaartspel;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300191227;Sets bestaande uit speelkaarten en eventuele andere voorwerpen die tezamen gebruikt worden in spellen waarin het gebruik van speelkaarten centraal staat. 
monument;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300006958;""
kruisboog;onderwerp;niet gedefinieerd;"";"";""
handboog;onderwerp;descriptor;https://www.wikidata.org/entity/;Q46311;""
motorfiets;onderwerp;descriptor;http://vocab.getty.edu/aat/;300212789;"Voertuigen met twee wielen die lijken op fietsen maar die groter en zwaarder zijn, met motoren die laag in een frame zijn gezet; meestal met plaats voor één of twee berijders."
Asper;plaats$onderwerp;descriptor;http://vocab.getty.edu/tgn/;7244756;""
bowl;"";niet gedefinieerd;"";"";""
petanque;onderwerp;niet gedefinieerd;"";"";""
tennis;onderwerp;descriptor;http://vocab.getty.edu/aat/;300222793;Spel waarin twee spelers of paren spelers met strak bespannen rackets een bal met een bepaalde grootte, gewicht en stuitvermogen op een rechthoekig veld over een net slaan. Een speler of team krijgt punten wanneer de tegenstander de bal niet binnen de lijnen van het veld weet terug te slaan. 
turnen;onderwerp;descriptor;http://vocab.getty.edu/aat/;300222782;Atletische wedstrijdsport waarbij op bekwame wijze fysieke kracht-, lenigheids- en evenwichtsoefeningen moeten worden uitgevoerd op en aan toestellen zoals matten, evenwichtsbalken, bruggen, paarden en ringen. Gebruik ‘acrobatiek’ voor de kunst van het draaien, balanceren en springen voorzover als voorstelling gepresenteerd.
rugby;onderwerp;niet gedefinieerd;"";"";""
moederschap;"";niet gedefinieerd;"";"";""
moeder;onderwerp;niet gedefinieerd;"";"";""
kostuumontwerp;onderwerp;niet gedefinieerd;"";"";""
woninginrichting;"";niet gedefinieerd;"";"";""
ontwerper;rol;descriptor;https://www.wikidata.org/entity/;Q5322166;""
vormgeving;onderwerp;niet gedefinieerd;"";"";""
friet;onderwerp;niet gedefinieerd;"";"";""
puree;onderwerp;niet gedefinieerd;"";"";""
patates frites;onderwerp;niet gedefinieerd;"";"";""
revolutie;gebeurtenis$onderwerp;niet gedefinieerd;"";"";""
kantoorbenodigdheden;objectcategorie;descriptor;https://www.wikidata.org/entity/;Q2383811;""
Bisdomplein (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2856;""
Brabofontein;"";niet gedefinieerd;"";"";""
materiaal;onderwerp;descriptor;http://vocab.getty.edu/aat/;300010358;""
huishouden;onderwerp;descriptor;https://www.wikidata.org/entity/;Q259059;Geheel van zaken betreffende de dagelijkse zorg voor een woning en haar bewoners.
meisje;onderwerp;descriptor;http://vocab.getty.edu/aat/;300247581;Te gebruiken voor vrouwelijke personen in de periode tussen geboorte tot en met adolescentie. 
verzamelen;onderwerp;niet gedefinieerd;"";"";""
Sinterklaas;onderwerp$geografisch trefwoord;descriptor;http://vocab.getty.edu/aat/;300404322;Christelijke feestdag ter ere van de 4e-eeuwse Nicolaas van Myra, een bisschop en heilige uit Romeins Klein-Azië. In de westerse kerken valt deze dag op 6 december en valt daarmee samen met de eerste dagen van het kerstseizoen, dat met de advent begint. In sommige tradities krijgen kinderen op de avond van deze dag cadeaus. 
nationale feestdag;onderwerp;niet gedefinieerd;"";"";""
revue;onderwerp;descriptor;https://www.wikidata.org/entity/;Q918727;""
Pasen;onderwerp;descriptor;http://vocab.getty.edu/aat/;300069057;"Verwijst naar de voornaamste feestdag van de christelijke kerk, waarop de opstanding van Jezus Christus wordt gevierd. In westerse kerken gebeurt dat tussen 22 maart en 25 april, afhankelijk van de datum van de eerste volle maan na het begin van de lente. Orthodoxe kerken gebruiken de juliaanse datum voor het begin van de lente en vieren Pasen daarom meestal op een andere, latere datum. Sommige paastradities (zoals paaseieren en de paashaas) hebben een heidense oorsprong. Pasen is voortgekomen uit het primitieve 2de- en 3de-eeuwse christelijke feest dat de Pasch werd genoemd; het was de christelijke tegenhanger van het joodse Pascha, waarbij zowel de dood als de opstanding van Christus werd gevierd. De paaswake is in liturgische kerken de belangrijkste plechtigheid, die wordt gehouden op de avond voor Pasen; de paaskaars werd geïntroduceerd omstreeks de 4de eeuw. Hoewel Pasen op één bepaalde zondag wordt gevierd, wordt het belang van het paasfeest onderstreept door het lange voorbereidende vasten, door de plechtige diensten van de Goede Week en door de vijftig dagen van Pasen tot Pinksteren, een periode die de paastijd wordt genoemd. Het belang van Pasen blijkt uit het feit dat het hele liturgische jaar rond Pasen is ingericht, net als de kerkelijke kalender van veranderlijke feestdagen. In paasceremonies komen vaak verwijzingen naar de doop voor, die de vroegere gewoonte weerspiegelen om neofieten te dopen tijdens de wake."
voetbal;onderwerp;descriptor;http://vocab.getty.edu/aat/;300222801;""
notitieboekje;$objectnaam;non-descriptor;http://vocab.getty.edu/aat/;300264354;""
schrijfblok;objectnaam;niet gedefinieerd;"";"";""
diaprojector;objectnaam$onderwerp;descriptor;https://www.wikidata.org/entity/;Q846668;""
sigarettenpijp;objectnaam;niet gedefinieerd;AAT;"";Holle, cilindervormige voorwerpen die worden gebruikt om een sigaret te houden terwijl deze wordt gerookt.
sigaar;onderwerp$objectnaam;descriptor;http://vocab.getty.edu/aat/;300419975;""
sigaret;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300419976;""
vaatwerk;objectnaam;niet gedefinieerd;"";"";""
asschop;objectnaam;descriptor;http://vocab.getty.edu/aat/;300411575;""
sigarettendoos;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300221187;Gebruik voor dozen waarin sigaretten worden verkocht (HVA)
stenen graanmolen;"";niet gedefinieerd;"";"";""
voedselmolen;"";niet gedefinieerd;"";"";""
molen (gereedschap);"";descriptor;http://vocab.getty.edu/aat/;300264628;""
veiligheidsspeld;objectnaam;niet gedefinieerd;"";"";""
pons (gereedschap);objectnaam;niet gedefinieerd;"";"";""
naald (naaigerei);objectnaam;niet gedefinieerd;"";"";""
kleerhanger;objectnaam;descriptor;http://vocab.getty.edu/aat/;300239360;Verschillende voorwerpen die van hout, metaal of plastic zijn gemaakt en worden gebruikt voor het ophangen van kledingstukken. Deze voorwerpen bestaan uit een frame, klem of stang of een combinatie hiervan voor het vasthouden of steunen van een kledingstuk en een haak aan de bovenkant zodat het kan worden opgehangen.
textielwerk naar product;"";niet gedefinieerd;"";"";""
damspel;onderwerp$objectnaam;niet gedefinieerd;"";"";""
sjerp (kledingaccessoire);objectnaam;descriptor;http://vocab.getty.edu/aat/;300216864;""
boekhouding;"";descriptor;http://vocab.getty.edu/aat/;300027480;""
kasboek;objectnaam;descriptor;http://vocab.getty.edu/aat/;300027493;""
agenda;objectnaam;descriptor;http://vocab.getty.edu/aat/;300026710;""
langspeelplaat;objectnaam;descriptor;http://vocab.getty.edu/aat/;300265802;Grammofoonplaten van het type dat oorspronkelijk is bedacht door Columbia Records, welke in 1948 op de markt verschenen. De platen hebben een toerental van 33 1/3 omwentelingen per minuut, en zeer fijne groeven. Samen met de 45-toerenplaat zouden ze de 78-toerenplaat verdringen.
bh;objectnaam$onderwerp;non-descriptor;"";"";""
Heuvelpoort (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3021;""
opnaailapje;objectnaam;niet gedefinieerd;"";"";""
bustehouder sluiting;objectnaam;niet gedefinieerd;"";"";""
verstellapje;objectnaam;niet gedefinieerd;"";"";""
