term;term.soort;term.status;bron;term.nummer;scope_note
beddengoed;motief$objectnaam$trefwoord;descriptor;http://vocab.getty.edu/aat/;300204952;Textilia waarmee bedden worden opgemaakt.
borduurster;rol$beroep;descriptor;"";"";""
initialen in reliëf borduurwerk;soort opschrift;descriptor;"";"";""
Taiwan;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000141;""
kleding mannen;objectcategorie$onderwerp;descriptor;"";"";""
maat;objectnaam;descriptor;http://vocab.getty.edu/aat/;300055642;""
oefenstuk;objectnaam;niet gedefinieerd;"";"";""
naaister;rol$beroep;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300025361$Q67205775;""
schoolschrift;objectnaam;descriptor;"";"";""
gravering;soort opschrift;niet gedefinieerd;"";"";""
naametiket;soort opschrift;descriptor;http://vocab.getty.edu/aat/;300236485;""
jaren 1920;periode$trefwoord;non-descriptor;"";"";""
plaatje met produktnummer;soort opschrift;niet gedefinieerd;"";"";""
medaillon met embleem;soort opschrift;niet gedefinieerd;"";"";""
productienummer;soort opschrift;niet gedefinieerd;"";"";""
goudkleurig medaillon met embleem;soort opschrift;niet gedefinieerd;"";"";""
Kilbowie;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1050528;""
medaillon;soort opschrift;descriptor;http://vocab.getty.edu/aat/;300077354;""
plaatje met produktienummer;soort opschrift;niet gedefinieerd;"";"";""
plaatje met typenummer;soort opschrift;niet gedefinieerd;"";"";""
Elizabethport (New Jersey);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;2064650;""
rode sticker met nummer;soort opschrift;niet gedefinieerd;"";"";""
wetenschappelijk erfgoed;trefwoord;kandidaat;"";"";""
plaatje met firmanaam;soort opschrift;niet gedefinieerd;"";"";""
blauwe sticker;soort opschrift;niet gedefinieerd;"";"";""
Steckborn;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007474;""
logo met opschrift;soort opschrift;niet gedefinieerd;"";"";""
Pavia;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7006026;""
aankoop;verwervingsmethode;descriptor;https://www.wikidata.org/entity/;Q22340494;""
Smart textiel;trefwoord;non-descriptor;"";"";""
persplank;objectnaam;descriptor;"";"";""
naaiatelier;motief$onderwerp;descriptor;"";"";""
ontwerper;rol$beroep;descriptor;http://vocab.getty.edu/aat/$https://www.wikidata.org/entity/;300025190$Q5322166;""
ontbijt;motief;descriptor;https://www.wikidata.org/entity/;Q80973;""
kroon;objectnaam;descriptor;http://vocab.getty.edu/aat/;300046020;""
heupgordel;objectnaam;niet gedefinieerd;"";"";""
wever;rol$beroep;descriptor;http://vocab.getty.edu/aat/;300025367;""
boek;uitleencategorie$materiaalsoort$objectnaam;descriptor;http://vocab.getty.edu/aat/;300028051;"Verzamelingen van houten of ivoren tabletten, of vellen papier, perkament of soortgelijk materiaal, die blanco, beschreven of bedrukt zijn, en die aan elkaar zijn geregen of gebonden. Gewoonlijk vele gevouwen en gebonden bladen met ononderbroken drukwerk of tekst; wanneer het gedrukt materiaal betreft gaat het vooral om een gebonden band of een band van redelijke formaat. "
vuurvaste klei;materiaal;descriptor;http://vocab.getty.edu/aat/;300010457;""
kachel;motief$trefwoord$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300052201;Verplaatsbare of vaste apparaten die hitte leveren voor verwarming en/of om te koken, gewoonlijk door gebruik te maken van kolen, olie, gas, hout of elektriciteit. 
huishoudelijke apparatuur;collectie$motief$objectcategorie$trefwoord$onderwerp;non-descriptor;"";"";""
kooktoestel op gas;objectcategorie$motief;non-descriptor;"";"";""
komfoor;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300198452;Houders, meestal van metaal of terracotta, in diverse vormen met een bodem bestemd voor brandende kolen. Soms met een rooster of deksel met gaatjes voor het bereiden of warmhouden van voedsel, maar soms ook voor het verwarmen van ruimten.
gasmeter;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300197524;Stroommeters voor het meten en vastleggen van de hoeveelheid gas die door een buis loopt, bijvoorbeeld voor het berekenen van het verbruik van een huishouden. 
gereedschap;motief$objectnaam$trefwoord$onderwerp$collectie;descriptor;http://vocab.getty.edu/aat/;300024841;Wordt gebruikt voor voorwerpen die met de hand worden bediend, om mechanische werkzaamheden mee te verrichten of te vergemakkelijken. 
inktpot;objectnaam;descriptor;http://vocab.getty.edu/aat/;300196797;Kleine houders voor inkt waarin een pen kan worden gedoopt. Zie 'inktflessen' voor flessen met inkt bedoeld voor de verkoop.
lithograaf;rol$beroep$beroep;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300025175$Q16947657;""
monarchie;motief;descriptor;http://vocab.getty.edu/aat/;300055529;""
devotionalia;objectcategorie;descriptor;http://vocab.getty.edu/aat/;300234144;""
kruisbeeld;objectnaam;descriptor;http://vocab.getty.edu/aat/;300248835;""
kruisiging;gebeurtenis;descriptor;http://vocab.getty.edu/aat/;300265130;""
leeuw;dier;niet gedefinieerd;"";"";""
naaigaren;objectnaam$trefwoord;descriptor;https://www.wikidata.org/entity/;Q679749;""
bij;dier;niet gedefinieerd;"";"";""
televisietoestellen;trefwoord$onderwerp;descriptor;http://vocab.getty.edu/aat/;300248636;""
kat;dier;niet gedefinieerd;"";"";""
tafelkleed;objectnaam;descriptor;http://vocab.getty.edu/aat/;300204962;Zware bedekkingen voor tafels van geknoopt poolweefsel, tapisserieweefsel of naaldwerk.
gewassen;behandeling;descriptor;"";"";""
vuurvaste steen;materiaal;descriptor;http://vocab.getty.edu/aat/;300010551;""
2de kwart 20ste eeuw;periode$trefwoord;descriptor;"";"";""
meettoestellen voor gas;motief$objectcategorie;descriptor;"";"";""
gasteller;objectnaam$motief;non-descriptor;"";"";""
schaal;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300042973;Open, vaak ondiepe houders, soms met een deksel. Gemaakt van aardewerk, glas, metaal, hout en dergelijke en gebruikt voor verschillende doeleinden, vooral om voedsel in te doen en uit te serveren. 
boiler;motief$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300052148;Wordt gebruikt voor een groot scala aan drukvaten waarin water of een andere vloeistof wordt verhit, en die vervolgens heet water afgeven voor verwarmingsdoeleinden of stoom voor verwarming of het opwekken van energie.
pyrometer;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300199983;""
gasdetector;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300424823;""
Pittsburgh;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7013927;""
Altenburg (Thüringen);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7012790;""
voltmeter;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300199700$Q179741;""
distillatietoestel;objectnaam;niet gedefinieerd;"";"";""
schoenmaker;trefwoord$motief$collectie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300025294;""
testtoestel;objectnaam;non-descriptor;"";"";""
koperplaat;objectnaam$soort opschrift;descriptor;"";"";""
temperatuurregistreertoestel;objectnaam$motief;niet gedefinieerd;"";"";""
"Donny; limonadefabriek; spuitwater; limonade";motief;non-descriptor;"";"";""
"Donny; limonade; limonadefabriek; spuitwater";motief;non-descriptor;"";"";""
gasfornuis;objectnaam$motief;descriptor;https://www.wikidata.org/entity/;Q1667685;""
"Donny; spuitwater; limonade; limonadefabriek";motief;non-descriptor;"";"";""
Limonadefabriek Donny;motief;niet gedefinieerd;"";"";""
Emmauskasteel;trefwoord;descriptor;"";"";""
Turnhout;trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008018;""
Montrouge;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1034533;""
dampkap;objectnaam;descriptor;https://www.wikidata.org/entity/;Q1164342;""
warmaggregaat voor olie;objectnaam$motief;descriptor;"";"";""
plaatstaal;materiaal;descriptor;https://www.wikidata.org/entity/;Q1884039;""
voorzethaard;objectnaam;descriptor;"";"";""
toestel;motief$inscriptie positie;descriptor;https://www.wikidata.org/entity/;Q1183543;""
labotoestel;objectnaam$motief;niet gedefinieerd;"";"";""
telefoonlijnschakelaar;objectnaam$motief;descriptor;"";"";""
wijzerplaat (meettoestel);objectnaam;niet gedefinieerd;"";"";""
brouette;objectnaam;descriptor;https://www.wikidata.org/entity/;Q175334;""
handkaarde;motief$objectnaam;descriptor;"";"";""
buismontagestukken;objectnaam$motief;niet gedefinieerd;"";"";""
toestel voor spanbanden & buizen;objectnaam$motief;niet gedefinieerd;"";"";""
gasmasker;objectnaam$motief;non-descriptor;http://vocab.getty.edu/aat/;300024800;""
schoolbord;objectnaam;descriptor;http://vocab.getty.edu/aat/;300410506;Borden met een donker oppervlak, meestal zwart of groen, waarop je kan tekenen of schrijven met krijt of vergelijkbaar materiaal. Ze worden bijvoorbeeld op school gebruikt, in winkels, restaurants, of op andere plekken waar men dingen wil opschrijven die gemakkelijk kunnen worden veranderd.
Waterbury;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7014590;""
gastang;motief$objectnaam;descriptor;"";"";""
verlichting gas;objectcategorie$trefwoord$motief;non-descriptor;"";"";""
gloeikousbranders;objectnaam$motief;descriptor;"";"";""
persknipsels;objectnaam;non-descriptor;"";"";""
briefwisseling;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300026877;Geheel der verstuurde en ontvangen, geadresseerde, geschreven berichten, zoals brieven, ansichtkaarten, memo's, nota's of telegrammen.
"Donny; limonadefabriek; spuitwater; limonade; Emmaüskasteeltje";motief;non-descriptor;"";"";""
"Reep; Gent";motief;non-descriptor;"";"";""
katoenloods;motief;niet gedefinieerd;"";"";""
vlasfabriek;motief;niet gedefinieerd;"";"";""
Van den Kerckhove;motief;niet gedefinieerd;"";"";""
Grand Bazar;motief;niet gedefinieerd;"";"";""
Haren (Brussel);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7238422;""
kooktoestel op kolen;objectcategorie;non-descriptor;"";"";""
cilinderpers;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300234626;Drukpersen waarin de gietvormen of platen op een horizontaal of verticaal draagvlak worden gehouden, waarna er door middel van een cilinder beurtelings inktrollers en vellen papier overheen worden gehaald. 
gastoestel;objectnaam$motief;descriptor;"";"";""
kookplaat;objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300200832;Verwarmde platen, voornamelijk bovenop stoven, die bij het koken worden gebruikt. 
koelkast;objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300215748;Kasten of ruimten die op een lage temperatuur worden gehouden door middel van ijs of mechanisch apparatuur om de inhoud, voornamelijk voedsel en dranken, goed te houden.
hulpstuk voor buislasser;objectnaam$motief;niet gedefinieerd;"";"";""
onderdeel;objectnaam$collectie;descriptor;http://vocab.getty.edu/aat/;300241583;""
vlotter;objectnaam$motief;niet gedefinieerd;"";"";""
oefentoestel;objectnaam;niet gedefinieerd;"";"";""
haardscherm;objectnaam;niet gedefinieerd;"";"";""
gasvuur;objectnaam$motief;descriptor;"";"";""
maquette;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300047837;""
vochtmeter;objectnaam$motief;non-descriptor;"";"";""
slede of sleep;objectnaam;niet gedefinieerd;"";"";""
Berlare;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7248354;""
Henegouwen (provincie);trefwoord$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007877;""
strengengeleider;objectnaam;niet gedefinieerd;"";"";""
haspel;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300263302$Q1420806;""
industriële touwslagerij;objectcategorie;niet gedefinieerd;"";"";""
kruisspoel toestel;objectnaam;niet gedefinieerd;"";"";""
2de helft 19de eeuw;periode;descriptor;https://id.erfgoed.net/thesauri/dateringen/;1064;""
zeef;objectnaam;descriptor;http://vocab.getty.edu/aat/;300201087;Gebruiksvoorwerpen of apparaten die worden gebruikt voor het vast- of tegenhouden van vaste stoffen of deeltjes terwijl een vloeistof erlangs loopt. 
1ste helft 19de eeuw;periode;descriptor;https://id.erfgoed.net/thesauri/dateringen/;1061;""
touwhaspel;objectnaam;niet gedefinieerd;"";"";""
bobijnrek;objectnaam$onderwerp;descriptor;"";"";""
begin 20ste eeuw;periode$trefwoord;descriptor;"";"";""
touwslagerswiel;objectnaam;descriptor;"";"";""
touwtrommel;objectnaam;niet gedefinieerd;"";"";""
closer;objectnaam;niet gedefinieerd;"";"";""
strijkdoek;objectnaam;descriptor;"";"";""
schalmei;objectnaam;descriptor;https://www.wikidata.org/entity/;Q677921;""
gloeilamp;motief$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300182919;Lampen die licht geven door middel van gloeihitte. Deze hitte kan worden opgewekt met elektriciteit, gas, petroleum of andere energiebronnen. 
autograaf;objectnaam;descriptor;http://vocab.getty.edu/aat/;300028571;""
dispencer;$objectnaam;non-descriptor;"";"";""
oplossing;"";descriptor;http://vocab.getty.edu/aat/;300210311;""
spuittechnieken;"";niet gedefinieerd;"";"";""
hydraulische cilinders;"";descriptor;https://www.wikidata.org/entity/;Q2318337;""
mengers;"";niet gedefinieerd;"";"";""
Richwiller;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7615805;""
technieken;"";descriptor;http://vocab.getty.edu/aat/;300138082;""
gummiwalzen;"";niet gedefinieerd;"";"";""
verzendingdienst;"";niet gedefinieerd;"";"";""
constructie;"";descriptor;https://www.wikidata.org/entity/;Q385378;""
Münchberg;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7134082;""
pigment;objectnaam$materiaal;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300013109$Q161179;""
granulaat;objectnaam;niet gedefinieerd;"";"";""
bedrukking;"";niet gedefinieerd;"";"";""
Kuurne;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026542;""
pigmenten;$objectnaam$materiaal;non-descriptor;"";"";""
verftechnieken;"";niet gedefinieerd;"";"";""
chemicaliën;"";niet gedefinieerd;"";"";""
cellulose;"";descriptor;http://vocab.getty.edu/aat/;300012861;""
vloeistoffen;"";niet gedefinieerd;"";"";""
periodiek systeem;"";descriptor;http://vocab.getty.edu/aat/;300266315;""
textielveredeling;collectie$onderwerp$trefwoord$motief;descriptor;http://vocab.getty.edu/aat/;300232065;""
Zingem;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7258751;""
regio;"";descriptor;http://vocab.getty.edu/aat/;300236112;""
benzeenring;"";niet gedefinieerd;"";"";""
impregneren;"";descriptor;http://vocab.getty.edu/aat/;300226349;""
Gullegem;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7239797;""
handhei;objectnaam;niet gedefinieerd;"";"";""
beluchting;"";niet gedefinieerd;"";"";""
Ooigem;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7250768;""
lagers;"";niet gedefinieerd;"";"";""
Shipley;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7447792;""
Sas-Van-Gent;motief$geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1048083;""
leerlooierij d'Anvers;motief;niet gedefinieerd;"";"";""
rollenkettingen;"";niet gedefinieerd;"";"";""
aandrijfkettingen;"";niet gedefinieerd;"";"";""
nota;objectnaam;descriptor;http://vocab.getty.edu/aat/;300027200;""
Nördlingen;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7012334;""
Heinsberg;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7166995;""
sensoren;"";descriptor;https://www.wikidata.org/entity/;Q167676;""
draadbreuk;"";niet gedefinieerd;"";"";""
draad;"";descriptor;http://vocab.getty.edu/aat/;300014250;""
plakapparaat;"";niet gedefinieerd;"";"";""
blad;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300014671;""
Albese con Cassano;geografisch trefwoord$plaats;descriptor;https://www.wikidata.org/entity/;Q244027;""
ontstoffing;"";niet gedefinieerd;"";"";""
ontwikkelingscentrum;"";niet gedefinieerd;"";"";""
Halifax;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7010460;""
tester;"";niet gedefinieerd;"";"";""
onderwijzer;rol$beroep;descriptor;http://vocab.getty.edu/aat/$https://www.wikidata.org/entity/;300025527$Q37226;""
Storyschool;motief;descriptor;"";"";""
suikerfabriek;motief;descriptor;https://www.wikidata.org/entity/;Q227857;""
dakconstructie;motief;descriptor;https://www.wikidata.org/entity/;Q1156728;""
Diederichs;motief;niet gedefinieerd;"";"";""
testtechnologie;"";niet gedefinieerd;"";"";""
haardroger;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300236724;Diverse apparaten die op elektriciteit of gas werken en zijn bedoeld voor het drogen van haar door het uitstralen van warmte. 
stoomturbine;motief$objectnaam$onderwerp$trefwoord;descriptor;http://vocab.getty.edu/aat/;300024616;Turbines die worden aangedreven door de druk van stoom die met hoge snelheid wordt vrijgelaten tegen de bladen van de turbine.s
Chesham (Buckinghamshire);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1028814;""
laminaat;objectnaam;descriptor;http://vocab.getty.edu/aat/;300014171;""
bookhamer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300395546;Houten hamers, vaak met een geribde onderzijde van het blok. Meestal gebruikt voor het braken van vlas, hennep,riet of andere planten, als deel van het proces om vlas te produceren.
thermocollage;"";niet gedefinieerd;"";"";""
Lens;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7009278;""
spinassen;"";niet gedefinieerd;"";"";""
vakmanschap;"";descriptor;http://vocab.getty.edu/aat/;300056112;""
natuurkunde;motief$trefwoord;descriptor;http://vocab.getty.edu/aat/;300054559;""
ACV;"";niet gedefinieerd;"";"";""
Desselgem;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7245986;""
trainingen;"";niet gedefinieerd;"";"";""
jobbegeleiding;"";niet gedefinieerd;"";"";""
werkbemiddeling;"";niet gedefinieerd;"";"";""
breitechnieken;"";niet gedefinieerd;"";"";""
textielontwerpen;"";descriptor;"";"";""
waterafstotend;"";descriptor;http://vocab.getty.edu/aat/;300191663;""
